ALink,SName,SLink,Lyric,language
/cher/,Take It To Limit,/cher/take-it-to-limit.html,"All alone at the end of the of the evening
And the bright lights have faded to blue
I was thinking 'bout a woman who might have
Loved me and I never knew
You know I've always been a dreamer
(spent my life running 'round)
And it's so hard to change
(Can't seem to settle down)
But the dreams I've seen lately
Keep on turning out and burning out
And turning out the same
So put me on a highway
And show me a sign
And take it to the limit one more time
You can spend all your time making money
You can spend all your love making time
If it all fell to pieces tomorrow
Would you still be mine?
And when you're looking for your freedom
(Nobody seems to care)
And you can't find the door
(Can't find it anywhere)
When there's nothing to believe in
Still you're coming back, you're running back
for more
So put me on a highway
And show me a sign
And take it to the limit one more time
Take it to the limit
Take it to the limit
Take it to the limit one more time",en
/alter-bridge/,Cradle To The Grave,/alter-bridge/cradle-to-the-grave.html,"Mother, tell me
I long to hear the stories
Just like long ago

All these memories start
to fade before me
I cannot let them go
No, I can't let them go

[chorus]
From the cradle to the grave
It's a fear I can't escape
Who will be my hiding place
when you're gone?

Father, stay here
Don't leave me like the other
No, I need you so

All you gave me, father, how you loved me
Treated like your own
Don't ever let me go

[chorus]
From the cradle to the grave
It's a fear I can't escape
Who will be my hiding place
when you're gone?

There's no way to deny the brevity of life

As time keeps marching on,
all we have is lost
As time keeps marching on,
all we have is lost
Nothing lasts forever, nothing stays the same

[chorus]
From the cradle to the grave
It's a fear I can't escape
Who will be my hiding place
when you're gone?

From the cradle to the grave
It's a fear I can't escape
Who will be my hiding place
when you're gone?

How am I to carry on?
How am I to carry on?
(as time keeps marching on)
How am I to carry on?
(all we have is lost)
Nothing lasts forever
nothing ever stays the same",en
/hanson/,Christmas Time,/hanson/christmas-time.html,"Everything is different
But nothing's changed
Now we're going in circles
It's Christmas again.

Well can't you hear the sleigh bells ring?
All our voices unite
And look up to the heavens
See the stars shining bright

ohh..Everybody needs a little lovin'
Around Christmas time
Somehow you got to know you're gonna be all right
Oh...Do you really remember how it used to be
Sitting under the Christmas tree
In your heart you'll find the season
ohh...yeah, oh

We've been blessed by the children
Black, yellow, and white
They believe in the things
We try to deny
Ohh...So throw down your weapons
Don't continue the fight
And let's love one another
On this holy night

Ohh..Everybody needs a little lovin'
Around Christmas time
Somehow you got to know you're gonna be all right
oh oh...Do you really remember how it used to be
Sitting under the Christmas tree
In your heart you'll find the season

Oh! Reach down inside
Your heart and see all the love
Oh, in your heart you'll find the reason!

Everybody needs a little lovin'
Around Christmas time
Somehow you got to know you're gonna be all right
Oh! You're gonna be all right!
Oh...Do you really remember how it used to be?
Me and you when you loved me
In your heart you'll find the season

Oh! Everybody needs a little lovin'
Around Christmas time, ohhh
Somehow you gotta know you're gonna be all right
Somehow you've got to know it's gonna be all right
Everybody needs a little lovin' around Christmas time
around Christmas time
Somehow you gotta know you're gonna be all right
If you know you're gonna be all right!

Everybody needs a little lovin' around Christmas time
Somehow you gotta know
Yeah-yeah, yeah-yeah, yeah-yeah-yeah... ... ...
",en
/311/,Dammit,/311/dammit.html,"Yo, word up, Im talkin to you
Makin dope rhymes, thats what I do
Like a madman, you know Im bad, man
I slam, a good goddamn

Well I concur so goddamn badly
I could just sit and sing the blues
But instead Ill make a fist, yeah
And make my own bad news yeah

Take my advice
Youll pay the price
Make it funky like this
Good god
Damn

Yo, what else is dissin me
Thats right, its pissin me off
Rock me baby? What?
You dont mean that crap
What the hell, if it sells
Damn, youre a sham,
No thank you, maam
Bitch

Oh, I get burned badly
I could just sit and sing the blues
But instead Ill make a fist, yeah
Make my own good news, yeah

Take my advice
Youll pay the price
Make it funky like this
Good goddamn
I tell you what
Alles Klar
Hey
",en
/slayer/,Eyes Of The Insane,/slayer/eyes-of-the-insane.html,"A soldier’s heart
Reflecting back at me
I keep seeing mutilated faces
Even in my dreams
Distorted images
Flashing rapidly
Psychotically abusing me
Devouring my brain

Refrain:

The eyes of the insane
An under mentioned campaign
Tortured Spirits
Will not let me rest
These thoughts of mutilated faces
Completely possessed
Fragmented images
Flashing rapidly
Psychotically abusing me
whirling through my head!

2nd Refrain:

Shell shocked
battle mortise
overwhelming desirety
Flashbacks
panic attacks
Death raising it’s ugly face at me.
Got to make it stop
Can’t take it anymore
Death’s face is haunting me
Because he’s coming back for more!

1st Refrain:

The eyes of the insane
An under mentioned campaign
Flashbacks
Panic attacks
Death raising it’s ugly face at me
Got to make it stop
Can’t take it anymore
Death’s face is haunting me
Because he’s coming back for more!

Got to make it stop
Can’t take it anymore
Death’s face is haunting me
Because he’s coming back for more

A soldier
Of misfortune
Add all my pain and suffering
Into this hell
These demons
Ripping through my soul
Evil’s relentless hostility
won’t let me sleep.

2nd Refrain:

Shell shocked
Battle mortise
Devastating insanity
Flashbacks
Panic attacks
Death’s riding
He’s coming for me",en
/queensryche/,Silent Lucidity,/queensryche/silent-lucidity.html,"Hush now, don't you cry
Wipe away the teardrop from your eye
You're lying safe in bed
It was all a bad dream
Spinning in your head
Your mind tricked you to feel the pain
Of someone close to you leaving the game of life
So here it is, another chance
Wide awake you face the day
Your dream is over... or has it just begun?

There's a place I like to hide
A doorway that I run through in the night
Relax child, you were there
But only didn't realize it and you were scared
It's a place where you will learn
To face your fears, retrace the years
And ride the whims of your mind
Commanding in another world
Suddenly you hear and see
This magic new dimension

I will be watching over you
I am gonna help you see it through
I will protect you in the night
I am smiling next to you, in Silent Lucidity
[Visualize your dream]
[Record it in the present tense]
[Put it into a permanent form]
[If you persist in your efforts]
[You can achieve dream control]
[Dream control]
[How's that then, better?]
[Hug me]

If you open your mind for me
You won't rely on open eyes to see
The walls you built within
Come tumbling down, and a new world will begin
Living twice at once you learn
You're safe from the pain in the dream domain
A soul set free to fly
A round trip journey in your head
Master of illusion, can you realize
Your dream's alive, you can be the guide but...

I will be watching over you
I am gonna help to see it through
I will protect you in the night
I am smiling next to you....",en
/no-use-for-a-name/,Leave It Behind,/no-use-for-a-name/leave-it-behind.html,"When we came here it was done
I felt completely useless
Never learned to quite adjust
And all along they knew this
Carousel would someday stop
And throw us off in anger
I guess I didn't think I 'd ever see this sitcom dramedy
They wrote the script for us already
It's not the time that makes us guilty
It's all done, the hatreds built, the walls divide
And when I die I'll leave you with these
Animals that think the future's in their minds
It's in their minds but they're so blind
And so I leave it behind, ecological man-made crime
And so I leave you behind
To these miraculous, intelligent, incredible, extraordinary minds
Junk mail stacked into the sky
Recycled paper and plastic
Then we said that we would try, decreasing figures were drastic
But I guess it did no good, nobody cares about it
Not much emotion in my neighborhood
My apartment's made of wood
I haven't given more than I could
It's not the time that makes us guilty
It's the ones before the ones that lit the fuse
Cancer causing, smog injecting in the vein
That makes the world go 'round so fast
And you won't last, it's in the past
So I leave it behind, ecological man-made crime
So I leave you behind
To these miraculous, intelligent, incredible, extraordinary minds
",en
/diana-ross/,My Guy,/diana-ross/my-guy.html,"Nothing you can say,
Can take me away,
From my guy.
Nothing you could do,
'cause I'm stuck like glue,
To my guy.
I'm sticking to my guy,
Like a stamp to a letter,
Like birds of a feather,
We, stick together,
I can tell you from the start,
I can't be torn apart from my guy.

Nothing you could do,
Could make me be untrue,
To my guy.
(My Guy)
Nothing you could buy,
Could make me tell a lie,
To my guy
(My Guy)
I gave my guy,
My word of honour,
To be faithful,
And I'm gonna,
You'd better be believing,
I won't be deceiving,
My guy.

As a matter of opinion,
I think he's tops,
My opinion is,
He's the cream of the crop,
As a matter of taste,
To be exact,
He's my ideal,
As a matter of fact.

No muscle bound man,
Could take my hand,
From my guy.
(My guy)
No handsome face,
Could ever take the place,
Of my guy,
(My guy)
He may not be a movie star,
But when it comes to being happy,
We are,
There's not a man today,
Who can take me away,
From my guy.

No muscle bound man,
Could take my hand,
From my guy.
(My guy)
No handsome face,
Could ever take the place,
Of my guy,
(My guy)
He may not be a movie star,
But when it comes to being happy,
We are,
There's not a man today,
Who can take me away,
From my guy.
(what'cha say?)

There's not a man today,
Who could take me away,
From my guy.
(Tell me more!)

There's not a man today,
Who could take me away,
From my guy.",en
/foo-fighters/,The Colour And The Shape,/foo-fighters/the-colour-and-the-shape.html,"You're a real short ride, Wow right
It'll beat you's up anyway, That's right
You're a teachers pet, Wow Right
Sit and bleach one anyway, That's why

Colour and The Shape
Colour and The Shape

No sweat yeah, Wow Right
You're a retard anyway, That's right
Stand to beat your ass away, Wow right
Instead a river boy runs away, That's right

Shape

You're a retard anyway, That's right
That is beat your hands away, Wow right
Sell me river boy run away, That's why
",en
/ma/,Little 2 Much Little 2 Late,/ma/little-2-much-little-2-late.html,"wasnt it you who left,
when i needed you,
wasnt it you who kept
thinkin i would be the fool,
then i heard over you,
so bad wasnt it you who
said you didnt want my love
now you want my love babe

well its a little to much
a little to late
dont get another chance
with my heart that you break
gave you my trust
you just threw that trust away
cant get back to my heart oh baby
cant get back to my heart

wasnt it me who said you'd
regret that day, that day walk
you walked out that door and
threw my love away said you want me
back some day so bad wasnt it you
who said you didnt want my love
now you want one more chance

but its a little to much
a little to late
dont get another chance
with my heart that you break
gave you my trust
you just threw that trust away
cant get back to my heart oh baby
cant get back to my heart

no no no
no matter what you do it wont
be enough for you the door is
closed forever for my love
so theres no need to waste your
time you aint wastin mine no
more no

cos its a little to much
a little to late
dont get another chance
with my heart that you break
gave you my trust
you just threw that trust away
cant get back to my heart oh baby
cant get back to my heart

well its a little to much
a little to late
dont get another chance
with my heart that you break
gave you my trust
you just threw that trust away
cant get back to my heart oh baby
cant get back to my heart

no no no
wasnt you who left when
i needed you",en
/elliott-smith/,Junk Bond Trader,/elliott-smith/junk-bond-trader.html,"The imitation picks you up like a habit
Writing in the glow of the Tv's static
Taking out the trash to the man
Give the people something they'd understand

A stickman flashing a fine-lined smile
Junk bond trader trying to sell a sucker a style
Rich man in a poor man's clothes
The permanent installment of the daily dose

And you tell off when you tell it like it is
Your world's no wider than your hatred of his
Checking into a small reality
Boring like a drug you take too regularly

The athlete's laugh, the broken crutch
The first true love that folded at the slightest touch
Brought down like an old hotel
People diggle through rubble for things they can resell

Happy holidays, said sick savior
The leaving lover that I still favor
I won't take your medicine,
I don't need a remedy
To be everything I'm supposed to be
I don't want nobody else
I can do it by myself
We're meant to be together

Now I'm a policeman directing traffic
Keeping everything moving, everything static
I'm a hitchhiker you'll recognize passing
On your way to some everlasting

Better sell it while you can
Better sell it while you can
Better sell it while you can
Better sell it while you can",en
/sonata-artica/,Under Your Tree,/sonata-artica/under-your-tree.html,"Under Your Tree
(Tony Kakko)

The leaves they fall
upon the day that makes a memory
those pleading eyes,
echoing, silently in me

the final nights
I guard her sleep, I can do without
the fear's down deep
There's nothing good in this morning...

Oh, and I know...
invested feelings in the one I would outlast
My little friend is getting tired, fading fast...

Did not want to see the signs of the dimming flame
I thought we had more time

No, I don't want to let you go
Tonight I fear I'll say goodbye to my little friend
Don't want to let you go...

the warmest heart I've found
I lower into the ground
my tears, forever with you
resting under your tree

you have always liked this place
it now belongs to you...
I need to set you free
and go on alone

one day in my feeble timeline
You gave me your heart and stole mine
tomorrows came too fast for me
to hear your slow, silent goodbye...

the kindest heart I've found
I lowered into the ground
your smile kept me alive
back when the skies were still

you always liked this place
now sleep under the tree
I planted here the day
when you were born

I should've been ready, seen the nearing end
my little old friend, a child.
That day I had to say goodbye and turn the bend
but I'll never let go

By Vespermann",en
/kevin-gates/,Grandmotha Grave,/kevin-gates/grandmotha-grave.html,"Mannequin the f-f-first
This one of them night
I be havin' good daysthen I be havin' days where it just hit me like a ton of bricks
Stay focused

Out the mud, makin' runs
In a lil' hotel
My dawg, one of my favorite ones
He don't wish me well (he don't wish me well)
Then someone else flip the coin
Heads or tails (heads or tails)
Would've turned 'em onto my yea
But he gon' kiss and tell (he gon' kiss and tell)

But that's a bet
Main man, can't handle his excitement
Fallin', we could play around well I can't stay 'til the light
Three strikes then you swing out
Gon' head say goodbye love
This life love, it's light love, goodbye love

I ain't been dealin' with entities
Move a lil' differently, really be pilin' it up
Intimate dealer continually, givin' me energy, she finna power me up
I took a lil' trip wit' a free heart
And an open mind, change overnight
Relationships on the wrong side
Left old friends on the road side

Giddy up, say ""Woah, nah""
Bread winner, can't slow down
Swear I feel it in my soul, right now
Spinnin' out of control right now
Prayers for innocent women and men
The way they corrupted the case
I'm makin' plans for bidness
I get it again, distribute it back in the safe

The warrant had hit big brotha
Had went on the run and the doc reconstructed his face
Know that I'm plugged with a couple of
Federal judges and they won't deny me I'm Gates
I had to plow through the roughage
I cried and I suffered and then I elevated in rank
I know my grandmotha love me
I come out the gutta, I put a lil' smile on her face

I had got tired of her sufferin'
Finally recoverin', kinda wish she woulda' stayed
I can't retire from hustlin'
Lot of new customers, I'm in here grindin' with weight
Seem like the world used to love me
Now all of a sudden they got a problem with Gates
I really feel like you bluffin'
That shit don't mean nothin', I know that a lot of 'em fake

I can put that in an oven
The touch of a button and all of the product can bake
I must be guided by somethin'
I'm kinda reluctant and I don't got nothin' to say
How 'bout we get off the subject?
I'm already coveted, I got a cut on the play
How 'bout I do my lil' dougie?
The junkies they love me, they way I be pumpin' the bass

She know how I do my lil' other
And she went to crushin', the way I be cuffin' her waist
We used to cuddle when I used to cut her
She comfortable, she only come for the cake
She go to gruntin' when under the cover
I'm thrustin' that lumber inside of her place
I used to like when your body on top of mw
Though we'll never be nothin' again

There's not a day that go by when you look
Deep inside, that you know that you made a mistake
I know we'll never be nothin' again
That's on my grandmotha grave

That's on my grandmotha grave (grandmotha grave)
That's on my grandmotha grave (abuelita)
That's on my grandmotha grave (abuelita)
That's on my grandmotha grave
That's on my grandmotha grave (te extraño abuelita)
Grandmotha grave",en
/the-mission/,More Than This,/the-mission/more-than-this.html,"Don't care none for temptation
It's like the good lord jesus said
Lock horns with the devil himself and
You'll end up in his bed
And where there are no shadows
No demons can ever exist
Would you throw this all away
For the sake of a wanton kiss?

There must be more than this
There must be more than this

I know you think you walk on water,
But have you ever walked on air?
Cast no aspertion, this ain't no desertion,
This is just calling it fair
And when temptation takes a hold of you,
How can you ever resist?
Would you throw this all away for the flick
Of a perfumed wrist?

Judge not lest ye be judged, let
He who has no sin throw the first stone
Shower me with flowers, place them on my grave
Give me the grace for the sins I atone
I don't know the difference 'tween rigt and wrong, I
Don't understand the sense of regret and virtue
I want you to know Ä± never meant to cause you harm
I'm sorry but I never meant yo hurt you

",en
/nick-jonas/,Break The Silence,/nick-jonas/break-the-silence.html,"I don't know
What went wrong
You lost the key to our song yea
But we had it made for so long
There were nights by your side
I would cry cause the flame was gone yeah

No words, it hurts
Way too much to speak
Oh oh

It's time for me to break the silence
Cause we've been screaming so loud on the inside
It's time for me to break the silence
I wanna hold you so bad but it ain't right
Cause I can't feel the love is dying

But if you ain't about it girl
And kiss my soul, but you stood there oh
We might not miss this chance
To break the silence

There's a melody in my mind
As the memories of us fly away
And I can see that you need to find
A new way to replace all the white noise in your life yea yea

It's time for me to break the silence
Cause we've been screaming so loud on the inside
It's time for me to break the silence
I wanna hold you so bad but it ain't right
Cause I can't feel the love is dying

But if you ain't about it girl
And kiss my soul, but you stood there oh
We might not miss this chance
To break the silence

If you could only hear my heart
We will make it through",en
/jerry-lee-lewis/,Woman Woman (get Out Of Our Way),/jerry-lee-lewis/woman-woman-get-out-of-our-way.html,"know the best years of your life you've given them to me
And without a man to lean on a happy future you can't see
But try to understand my youth is whipping by me day by day
So woman woman get out of my way
Woman woman please leave us alone
She gave me love and understanding when you were leavin' at home
You hurt my pride that way Lord she stood beside me every day
So woman oh woman get out of my way

Then years gone by I've tried to reach out and get a little love from you
But you know darlin' you were always too busy but more important things to do
Even though now too late you realize that you needed my love to stay
Well let me tell you somethin' woman woman get out of my way
Woman woman please leave us alone...
Woman woman get out of our way",en
/napalm-death/,Make Way,/napalm-death/make-way.html,"Syringe into this earth
A virus known as profit
Extract from it the ""goodness""
Which in business terms means greed

Make way!

For another snip at the lifeline
""Look - a new site for expansions!
Let's carnage the forests,
Our main source of oxygen.""

Then we'll dump our shit
Onto a poisoned land
Where poisoned food
Feeds poisoned minds
And we'll dump it in the waters
Where no life now knows
But down it's contaminated rivers
Our baneful conscience flows

As a toxic cloud blackens [our] air
Once so clean and pure
On natures form of retribution
We all must choke!

the truth is here
angles kill dreams
",en
/fish/,MR 1470,/fish/mr-1470.html,"Here I sit in my bones, on the bones upon the hill
Staring out at the wild, blue yonder
Digging deep, I'd found buttons in my pockets
Naked now my skin begins to crawl
I dream Suits, I see Suits
Looking back, was there ever such a moment
Immersed in mystery I was witnessing a crime
Digging deep I came across a murder
Among the roots of our spreading family tree
We learned to love, we learned to kill
We taught ourselves to rule the world
I dream Suits, I see Suits
Do you see Suits, can you dream Suits?

There I stood, face pressed against the window
I know his number, but I'll never know his name
Behind the glass buried in the sockets
A recognition, my skin begins to crawl
We learned to love, we learned to kill
We taught ourselves to rule this world
But who's the one we're frightened of
We are the sons of 1470

The geese fly chevrons cross the night sky
Heading south, the hunters lead them on
Jets trail the hems of skirts of angels
A train threads along that very floor
So here we live in our bones, on the bones beneath the soil
Staring out, mortal in the darkness
Digging deep we try to find the answers
To all the questions that hatch within our skulls
We learned to love, we learned to kill
We taught ourselves to rule this world
For who's the one we're frightened of?
We are the son of 1470
I dream of Suits. Do you dream Suits?

",en
/nas/,True Colours,/nas/true-colours.html,"(Girl)
I see your true colours shinin' through,
I see your true colours and thats why i love you
I see your true colours shinin' through,
I see your true colours and thats why i love you baby

(Nas)
Fall or forgive we all tryna survive when we live,
I'd rather feed the homeless they've time to talk to their kids,
Sure life aint the walk on the bridge,
Dam its hard as it is when i be dreaming i be talking to Big,
In my 'hood it aint a yellow brick road
We had a shot Seko sneakers hanging from a telephone pole,
And my Daddy aint no rainbow or pots of gold,
But there was love from the family when times were cold,
I sit and analyse the world from my project roof,
And seen the hope in the eyes of a troubled youth,
A good kid well kept the burning in this mother goose,
A motherless child in these streets loose,
And the more the words are raged these are rainy days,
My man got popped at an early age,
His collage friends say he flipped him to his early grave,
They say the good the young were having fun at the pearly gates.

(Girl)
I see your true colours shinin' through, (straight up)
I see your true colours and thats why i love you (i can see through u man)
I see your true colours shinin' through, (i knew you werent really like that)
I see your true colours and thats why i love you

(Nas)
This aint that strong was it meant to be?
2 people from 2 different words it wasnt meant to be,
It must have been fate you were sent to me,
We'll make it through these hard times eventually,
To stand and fight,
War by faith and not by sight,
we're all the same colour when you turn out the lights,
Take the sunshine with the pain,
Grandma Sarah got sad thats with the range,
No fridge",en
/nivea-soares/,Every Day More And More,/nivea-soares/every-day-more-and-more.html,"I hear your call
I hear you knocking on my door

Your sweet perfume, your lovely voice
Draw me to your arms

I want to rise up and let you in
For i don't wanna be away from you
Cause religion just doesn't satisfy
All i want is you, Jesus

I wanna seek your face
Every day
More and more and more
I wanna be with you
Every day
More and more and more
Be surrounded by your glory
I desire to see your face, oh Lord
Every day more and more

As time goes by the flame begins to grow cold
But just the thought of your eyes, those eyes of fire
Stirs the hunger in me

Come with your fire, burn in my heart again
I don't wanna miss the time of your visitation
I'm waiting for you with great expectation
All i want is you, Jesus",en
/3oh3/,You're Gonna Love This,/3oh3/youre-gonna-love-this.html,"Yeah, I'm standing outside the bar like a fish out of water
And I'm sorry to bother you miss,
You so fine that I gotta peek
Because I'm like that, 'cause I'm like that,
I'm gonna buy you all the drinking
And I'll be right back

Drinks at the bar
With the francette
Standing so far
But it feels near
Falling she looks
I could take her home with me
I'll buy you a round if you come close
Turn up the sound, turn the lights down
Give me a chance
I will take her home with me

You're gonna love this

Yeah, I don't know what's happening
And I swear in your honor
That in my college
Girl was biting on my lips like Jeffrey Dahmer
Yeah, it's like that, yeah it's like that
I just drove her back to my place for a night cab

Drinks at the bar
With the francette
Standing so far
But it feels near
Falling she looks
I could take her home with me
I'll buy you a round if you come close
Turn up the sound, turn the lights down
Give me a chance
I will take her home with me
You're gonna love this

You're gonna love this

Yeah, you know that flashing lights has got a hold on me
Yeah, I'm high on the feeling there's nothing wrong with me

La
La La La
La La La La La La La La

La
La La La
La La La La La La La La

La
La La La
La La La La La La La La

La
La La La
La La La La La La La La

Oh yeah, you're gonna love this

Yeah, you know that flashing lights has got a hold on me
Yeah, I'm high on the feeling there's nothing wrong with me

Yeah, you know that flashing lights has got a hold on me
Yeah, I'm high on the feeling there's nothing wrong with me

You're gonna love this",en
/nelly/,Where The Party At,/nelly/where-the-party-at.html,"Nelly feat. Jermaine Dupri , Da Brat , Jagged Edge , R.O.C. , Lil' Bow Wow & Tigah



[Jermaine Dupri]
Ah, Remix
All I see over here ain't nothin' but a lot of honies looking for man
And niggas with a lot of money, bottles in they hand
And short shirts, honies trying to show that slow (show that)
Lined up trying to get through the velvet ropes
'Cause over here when the jam drops everybody bug
Standin' on the couches like this our club
Got the Bacardi and Cristal mixed in too (yeah)
Knowin' in the morning I'm a feel the blues (uh huh)
Now the jam keeps droppin' and the drinks keep comin'
and the girls keep talkin' to me (talkin' to you)
I mean shit straight poppin' everybody jumpin'
Makin' it hard for me to leave (oh)

[Da Brat]
All you gotta do is call me
and I'll come running to where the party at
I keep a fat sack in the backpack
So what's happening?
In every city I'm rapping in
If it's a after splash I'm the last cat in
Get in, purrin' tight like virgin
Like snow, flurrin'
The party begins when the slurpin' ends (oh)
You do me I do you
Spend a night with boo-boo
Let's have a private party for two
But it's gotta be pumpin' in order for me to get cream
Runnin' to the border for Colombian's green
Studyin' horniculture
My green thumb keeps them water vapors twistin'
I freak until I cum
I keeps it number one

[Jagged Edge]
Uh ooooooooooh
(Uh oh oh oh)
Uh ooooooooooh
(Uh oh oh oh)
Uh ooooooooooh
(Yo, yo R.O.C.)
(Uh oh oh oh)
Uh ooooooooooh
(Uh oh oh oh)
If the party's where you're at, just let me know

[R.O.C.]
Uh, uh
Now here we go, how 'bout another shot of henney?
I heard the apple martini happen to help plenty
Mami ven aqui, the party's over here!!
But the hustlers, gangsters, thugs is over here!!
Get wit' us (why?)
We true ballers like the Sixers
We all hoppin' out of sixes
Mines is black, Jermaine's is champagne
Jagged Edge in the blue, black and pearl white and gray
What a sight to be seen (uh)
So So Def's the crew I thought you knew
It's a beautiful thing (so beautiful)
I mean there's nothin' like us it's true
The sun could retire if the rocks we got get any brighter
WHOA!!
Once the man and the game that I kick begins
My nickname is ESPN
Now if ya jewels is blue and ya goose is gray
Mix in the O.J. and let's party away

[Jagged Edge]
Uh ooooooooooh
(Uh oh oh oh)
Uh ooooooooooh
(Uh oh oh oh)
Uh ooooooooooh
(Uh oh oh oh)
Uh ooooooooooh
(Uh oh oh oh)
If the party's where you're at, just let me know

[Nelly]
Show me where the party at dirty, someone with me
Strike there about one thirty, never get there too early
Commin’ as is (eh), do-rags and ten’s
I’m rollin’ fas is (eh), this little jagged benz
With the Rolls not the one wit the stim, the one with the rims
The one that seems to make more enemy’s than friends
I’m slidin’ in past those, fo’ eyes closed,
mo’ on Rolls, folk charms rolled
With the S-O, S-O, D-E dot F
Buyin’ bottles & bottles til there ain’t nothin’ left
I’m quick to go left, I blaze with no refs
My jazzmode an def baby show me the clubs
I’m like…aye where the Bacardi at
Mix it with the Cris baby what's wrong with that?
We in the V.I.P’s twisted
Down right stiffed it
Two way shit, boo it make like you missed it

[Jagged Edge]
Left side just put your hands up, throw ‘em up
Right side just put your hands up, throw ‘em up
Everybody put your hands up, just throw ‘em
When the beat comes back around, everyone do it again
Do the east side run this mother for ya? (Hell yeah)
Do my south side run this mother for ya? (Hell yeah)
And them hater’s ain’t hittin on, ain’t talking about
And they look like, if the party's where youre at let me hear you say

[Lil' Bow Wow]
O-H-I-O
Yo, this lil' cat got girls
Cat got flows, roll up in the party, snuck in the back door
I don't mean no harm, I just heard it was rockin'
Let me party witcha 'til the cops come knockin'
I'm tryin' to see what all the fuss about
Bounce a little bit before they put me out
I'm like the sun - this lil' cat got beam
Got girls 21 wishin' they was 14 (haha)
That's the affect that this phenom
Bow Weezy
When I do it I do it like it's for TV
They might come close but you and I both know they can't see me
I'm a So So Def representative
Young niggas in the game they was born to live
And we do what we do, we don't talk no smack
And we always know where the party at, bling (bling bling)

[Jagged Edge]
Ay, where the party at? (Tell 'em)
Girls is on the way, where the Bacardi at? (J.E. y'all)
Models and models, talkin' all of that
Know I can't forget about my thugs (C'mon)
(Where the party at?)
And all my girls (Yeah)
(Where the party at?)
Up in the club (Uh, yo)
(Where the party at?) (Tigah)
If they party's where you're at, let me here you say

[Tigah]
Man I rip flows, get dough everytime I rip shows
Rip hoes, when we mash out in Chevy's and fours
Niggas know they ain't heard it like this before
Whenever we pull up on the strip they like ""Oh!!!""
Chickens know me, hundred dollar mac and shorts
Tank tops and Polies
If it's 'bout cash, I'm gas chick, I'm on E
On e'rything
Me and Jagged, everytime we hit the club
This nigga's off the chain!!!
You can believe that
And if you don't, come on down here where you can see that
Anything you wanna be, best believe I be's that (oh)
Where the G's at?
Where the keys at?
Where the 22's on them SUV's at?
Gotta have that from the do'
And gotta get me some mo'
Man you think I'm goin' on a groupie, no
Spot me with a fifth in the velvet room
Crown Royale while J.E. spit this velvet tune
It's over (over)
Dough",en
/marc-almond/,The Heel,/marc-almond/the-heel.html,"The one who has me for his own
Is on the town and not alone
In his blue suit and his new tie
He slams the door without goodbye
Tonight my eyes are jealous green
Tonight I'm melancholy mean
He meets in secret rendezvous
Some dame to tell his troubles to
The heel

He'll promise her most anything
A sable coat, a diamond ring
She'll find him out when its too late
And all she'll get will be the date
But while the dawn's a distant thing
In his embrace her heart will sing
A dizzy head will spin with lies
And all too late a woman cries
The heel

The neon lights that flash below
Ignite my room with double glow
And in the gloom I hear a laugh
Its coming from his photograph
I wring my hands and mop the floor
And swear to even up the score
But where a kitten cried tonight
A panther waits to claw and bite
The heel

I dare not play my radio
One more complaint and out I go
I'm sick of playing solitaire
The ace of spades is everywhere
They'll be no sleep for me tonight
The sheep I count are never white
They all turn out to be jet black
And who's the leader of the pack
The heel

At dawn I know he'll stagger in
Demanding coffee black as sin
And as I take it from the tin
I'll slip a little powder in
He'll look at me and start to cry
And cross his heart and hope to die
And mumble I know how you feel
But I've been on a business deal
The heel

Then as the pot begins to perc.
I know my plan will never work
When he starts to drink it up
I grab his hand and break the cup
Its only jealousy I know
That brought my thinking down so low
Why must I wait for him and grieve
Why don't I just pack up and leave
The heel

But now he's reeling on the stair
I'll try to act like I don't care
For in my heart's arithmetic
I find it takes two heels to click
We're in a web of love and hate
Where it will end is up to fate
I'll let him have his little flings
I'll be the chewing gum that clings
To the heel

",en
/madball/,Addict,/madball/addict.html,"All fucked up, now you turn to me
All this time I tried to help you see
Where you're headed is to an early grave
I don't want to see you go out that way
Help you, is what I try to do
But you refuse - what can I do
That shit you do is only killing you
It's blinding you - can't see the truth
Can't you see what you're doing to yourself
You're at fault, can't blame nobody else
Where you're headed is to an early grave
I don't want you to go that way
You're losing all your pride
And now it's time to gain it back
Get your self-respect
I can only help you out
If you want to be helped
Gotta help yourself
Life's not waiting on you
Gotta put yourself in-check
Get your self-respect
I can only help you out
If you want to be helped
",en
/kerli/,She's In Parties,/kerli/shes-in-parties.html,"Learning lines in the rain
Special effects by Loonatik and Drinks
The graveyard scene
The golden years

She's in parties
It's in the can (twice)

Freeze frame screen kiss
Hot heads under silent wigs
Fall guys tumble on the cutting room floor
Look-a-likes fall on the cutting room door

She's in parties
It's in the can (twice)

Learning lines in the rain
Special effects by Loonatik and drinks
Freeze frame, screen kiss, hot heads, lights and power
It's patently obvious

She's in parties
It's in the can (twice)

Hot lines under a rain of drum
Cigarette props in action
Dialogue dub, now heres the rub
She's acting her reaction

She's in parties
It's in the can",en
